Source,Lat,Lon,Elev,Year,Month,d13Catm,Type,Species,Family,Biome,leaf_N_g_kg,leaf_C_g_kg,leaf_d15N,leaf_d13C,leaf_D13C,soil_d15N,soil_d13C,soil_C_g_kg,soil_N_g_kg,country,soil_type,soil_depth,sitename,sample_time,Notes
Aranibar et al. (2005),-20.24,24.92,,1999,7,-8.06,,,,,,,,,,7.9,-16.6,3,1.9,Botswana,,,USGS-12,,
Aranibar et al. (2005),-20.35,26.24,,1999,7,-8.06,,,,,,,,,,10.7,-26.3,0.8,0.6,Botswana,,,USGS-7,,
Aranibar et al. (2005),-20.42,25.35,,1999,7,-8.06,,,,,,,,,,8.3,-18.1,10.7,9.6,Botswana,,,USGS-14,,
Aranibar et al. (2005),-20.46,25.38,,1999,7,-8.06,,,,,,,,,,9.8,-17.4,3.6,3.8,Botswana,,,USGS-15,,
Aranibar et al. (2005),-20.52,26.41,,1999,7,-8.06,,,,,,,,,,5.5,-19.9,5.3,4,Botswana,,,USGS-4,,
Aranibar et al. (2005),-20.55,26.28,,1999,7,-8.06,,,,,,,,,,7.6,-16.2,6,3.5,Botswana,,,USGS-6,,
Aranibar et al. (2005),-20.55,26.15,,1999,7,-8.06,,,,,,,,,,5.9,-15.2,21.1,16.2,Botswana,,,USGS-5,,
Aranibar et al. (2005),-20.62,22.74,,1999,7,-8.06,,,,,,,,,,16.2,-16.8,2.3,1.4,Botswana,,,USGS-31,,
Aranibar et al. (2005),-20.63,24.41,,1999,7,-8.06,,,,,,,,,,9.6,-17.9,4.1,4.1,Botswana,,,USGS-10,,
Aranibar et al. (2005),-20.69,25.61,,1999,7,-8.06,,,,,,,,,,5.5,-12.1,10.5,10.5,Botswana,,,USGS-16,,
Aranibar et al. (2005),-20.72,26.83,,1999,7,-8.06,,,,,,,,,,6.8,-17,9.4,8.7,Botswana,,,USGS-3,,
Aranibar et al. (2005),-20.85,24.36,,1999,7,-8.06,,,,,,,,,,11,-16.7,3.7,3.4,Botswana,,,USGS-9,,
Aranibar et al. (2005),-20.89,25.83,,1999,7,-8.06,,,,,,,,,,11.5,-20.6,5.1,3.9,Botswana,,,USGS-17,,
Aranibar et al. (2005),-21.06,22.4,,1999,7,-8.06,,,,,,,,,,9.5,-20.9,3.9,2.8,Botswana,,,USGS-32,,
Aranibar et al. (2005),-21.07,27.42,,1999,7,-8.06,,,,,,,,,,8,-18.3,6.8,6.3,Botswana,,,USGS-2,,
Aranibar et al. (2005),-21.08,25.65,,1999,7,-8.06,,,,,,,,,,7.3,-16.2,18.8,17.8,Botswana,,,USGS-18,,
Aranibar et al. (2005),-21.09,24.3,,1999,7,-8.06,,,,,,,,,,1,-13.3,3.9,3.2,Botswana,,,USGS-8,,
Aranibar et al. (2005),-21.19,26.58,,1999,7,-8.06,,,,,,,,,,7.2,-19.4,5.5,2.9,Botswana,,,USGS-21,,
Aranibar et al. (2005),-21.31,25.57,,1999,7,-8.06,,,,,,,,,,7.4,-18,7.9,6.9,Botswana,,,USGS-19,,
Aranibar et al. (2005),-21.32,26.4,,1999,7,-8.06,,,,,,,,,,8.6,-19.6,8.2,7.8,Botswana,,,USGS-20,,
Aranibar et al. (2005),-21.62,27.37,,1999,7,-8.06,,,,,,,,,,8.9,-17,6.7,5.2,Botswana,,,USGS-1,,
Aranibar et al. (2005),-22.01,21.37,,1999,7,-8.06,,,,,,,,,,9.1,-17.9,1.9,1,Botswana,,,USGS-33,,
Aranibar et al. (2005),-22.02,19.17,,1999,3,-8.06,,,,,,,,,,,-27.5,,,Namibia,,,Sandveld,,
Aranibar et al. (2005),-22.02,19.17,,1999,3,-8.06,,,,,,,,,,7.2,-22.7,,,Namibia,,,Sandveld,,
Aranibar et al. (2005),-22.02,19.17,,1999,3,-8.06,,,,,,,,,,8.4,-20.2,,,Namibia,,,Sandveld,,
Aranibar et al. (2005),-22.05,25.17,,1998,8,-8.03,,,,,,,,,,14.2,-19.7,1,11.6,Botswana,,,Kalahari-3,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,13.2,-26.9,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.2,-23.8,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.8,-22.8,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.8,-22.8,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.8,-21.3,5.7,5.4,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.7,-21.2,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,11,-20.4,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.6,-19.1,2.5,2.4,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,,-18.3,2.7,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,1.5,-18.3,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,8,-17.9,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,9.8,-17.8,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,7.5,-17.4,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,,-17.3,1.9,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,8.1,-17.2,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,,-17.1,1.5,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,,-17.1,1.2,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,,-16.8,1.7,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,6.8,-16.5,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,,-16.1,1.5,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.41,21.71,,2000,3,-8.06,,,,,,,,,,9.7,-13.4,,,Botswana,,,Okwa,,
Aranibar et al. (2005),-22.99,22.18,,1999,7,-8.06,,,,,,,,,,8.7,-19.7,1.6,0.6,Botswana,,,USGS-34,,
Aranibar et al. (2005),-23.7,22.8,,1999,7,-8.06,,,,,,,,,,15.2,-20.7,3.7,1.9,Botswana,,,USGS-35,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,8.7,-27.5,,,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,11.9,-23.9,,,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,5.3,-23.5,33.7,33,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,12.1,-23.1,7.8,7.5,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,14.5,-22.6,5.9,7.2,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,11.9,-22.6,1.5,1.4,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,14.6,-22.5,5.1,6.1,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,11.6,-22.1,5.6,5.7,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,8.5,-21.7,87.1,66,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,9.1,-21.7,8.6,7,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,1.4,-21.2,47.3,47,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,7,-21,65.4,56,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,11.8,-20.9,,,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,7.7,-20.5,21.6,18,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,5.9,-19.7,15.4,89,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,1.9,-19.6,1.7,1.7,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,1.4,-19.2,2.4,2.1,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,6.2,-19.1,76.9,65,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,13.3,-18.3,2,1.3,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,11.1,-17.4,2.1,2.1,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,13.3,-17.3,2.1,1.5,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,15.4,-15.9,1.4,0.6,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,11.9,-15.7,1.9,2.1,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.17,21.89,,2000,3,-8.06,,,,,,,,,,7.7,-15.7,,,Botswana,,,Tshane,,
Aranibar et al. (2005),-24.22,25.22,,1998,8,-8.03,,,,,,,,,,15.1,-20.2,,,Botswana,,,Kalahari-1,,
Aranibar et al. (2005),-24.22,25.22,,1998,8,-8.03,,,,,,,,,,14.5,-19.7,11.1,1,Botswana,,,Kalahari-1,,
Aranibar et al. (2005),-24.28,25.17,,1998,8,-8.03,,,,,,,,,,,-19.7,6.5,7.6,Botswana,,,Kalahari-2,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,13,-24.1,2,1.9,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,9.4,-23.4,4.8,4.4,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,13.4,-22.9,1.7,0.7,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,9.1,-22.8,4.2,4,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,31.77,,2000,3,-8.06,,,,,,,,,,7.5,-21.9,34.5,27.2,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,8.3,-21.8,7.8,7.9,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,8.4,-21.2,1.3,0.3,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,8.1,-21,2.4,1.6,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,31.73,,2000,3,-8.06,,,,,,,,,,6.1,-20.1,26.7,22.1,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,8.9,-20.1,1.9,2,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,31.73,,2000,3,-8.06,,,,,,,,,,,-19.5,21.5,2.6,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,21.87,,2000,3,-8.06,,,,,,,,,,8.4,-18.9,1.5,0.7,South Africa,,,Tshane-2,,
Aranibar et al. (2005),-24.4,31.77,,2000,3,-8.06,,,,,,,,,,5.6,-18.4,23.1,16.8,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.73,,2000,3,-8.06,,,,,,,,,,8.4,-17.2,25.8,18.9,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.77,,2000,3,-8.06,,,,,,,,,,5.7,-16.8,25.6,18.8,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,5.9,-16,23.4,13.5,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,6.5,-14.9,4.9,33.6,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.73,,2000,3,-8.06,,,,,,,,,,6.4,-14.7,3,26.4,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,6.7,-14.5,29.6,16.4,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,5.6,-14.5,22.6,13.2,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,7.1,-14.2,27.5,18.9,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,8.1,-13.9,29.5,17.9,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.73,,2000,3,-8.06,,,,,,,,,,7.6,-13.6,25.9,21.3,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,6.7,-13.6,25.3,13.7,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,7.2,-13.6,25.3,12.8,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,6.4,-13.2,42.2,28.9,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,6.5,-13.2,27.1,12.7,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,7.7,-13.1,26.1,19.6,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,6.7,-12.9,31.6,22.6,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.77,,2000,3,-8.06,,,,,,,,,,7.1,-12.8,21.8,16,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,7.5,-12.7,39.4,26.9,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.73,,2000,3,-8.06,,,,,,,,,,7,-12.6,26.4,2.9,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,7.4,-12.5,23.3,12.5,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,7.9,-12.4,23.2,12.4,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,7.9,-12.1,25.2,13.7,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,6.6,-11.9,25.6,13.2,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,7.5,-11.7,33,18,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.75,,2000,3,-8.06,,,,,,,,,,6.3,-11.7,29.7,2.2,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.77,,2000,3,-8.06,,,,,,,,,,7.8,-11.7,27.2,21.3,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,6.1,-11.4,,,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.77,,2000,3,-8.06,,,,,,,,,,7.7,-11.3,3,2.3,South Africa,,,Satara,,
Aranibar et al. (2005),-24.4,31.74,,2000,3,-8.06,,,,,,,,,,5.3,-11.2,25.8,11.3,South Africa,,,Satara,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,6.7,-23.4,12.2,7.8,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,6.8,-23,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,4.2,-22.8,9.5,5.7,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,6.7,-21.8,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,6.8,-21.2,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,8,-20.3,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,6.4,-20.1,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.6,-19.4,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,6.7,-19.3,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.8,-18.8,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.5,-18.7,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,8.2,-18.5,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.9,-18.4,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.5,-18.1,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,8.3,-17.7,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.9,-17.7,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.1,-17.6,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.6,-17.4,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.3,-17.4,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,9,-17,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,1.3,-16.8,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.1,-16.6,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.02,31.5,,1999,8,-8.06,,,,,,,,,,7.8,-16.5,,,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,-0.8,-26.3,7.8,5.4,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,6.1,-24.2,6.9,3.4,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,1.8,-22.7,9.9,6.7,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,5,-22.3,8.1,6.2,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,5.3,-20.2,4.6,2.9,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,9.9,-17.9,4,2.6,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,,-17.7,5.5,5.3,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,8.2,-16.9,4.5,1.8,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,7.2,-16.7,3.9,3.5,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.08,31.39,,2000,3,-8.06,,,,,,,,,,6.1,-14.7,3.6,,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,0.6,-30.9,15.8,15.5,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,-0.5,-29.8,5.8,4.1,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,,-28.8,7.8,5,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,,-28.7,9.9,8.6,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,-0.3,-28.5,6.5,3.9,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,-0.3,-28.4,14.1,9.6,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,7.8,-14.8,7.8,7.4,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,9.4,-14.2,7.6,6.9,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,8.3,-13.9,1.6,6.9,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,8.1,-13.6,8.4,7.8,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,7.1,-13.6,7.8,6.1,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.09,31.38,,2000,3,-8.06,,,,,,,,,,7.7,-13.2,1.5,7.6,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,-0.4,-28.3,3.8,1.3,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,3.1,-27.9,19.4,15,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,5.5,-24.5,14.7,9.3,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,-0.7,-23.2,6.4,2.7,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,3.5,-22.9,1.8,8.8,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,0.4,-22.1,6.7,3.4,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7.9,-20.9,6.6,4.7,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.38,,2000,3,-8.06,,,,,,,,,,5.3,-20.7,15.6,1.4,South Africa,,,Nwaswitshaka,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,7.4,-19.7,11.8,6.9,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,6.4,-19.5,31.8,27.6,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,8,-18.5,7.8,7.5,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7.5,-18.4,15.7,1.5,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,7,-18.3,16.3,11.6,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,9.2,-18.3,9.1,5.2,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7,-18.3,8.8,7.5,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7.7,-18.3,2.9,0.4,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,8.8,-18.2,11.2,8,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,8,-17.9,11.1,6.8,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7.6,-17.9,4.4,2.8,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,8.7,-17.7,9.1,8.2,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7.2,-17.7,7.3,5,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,8.9,-17.4,13.7,12,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,8.3,-17.2,9.5,5.4,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,1,-17.1,5.9,2.3,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,7.4,-16.9,7.8,4.4,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,6.7,-16.9,3.6,1.5,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,9.3,-16.8,4.1,1.7,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,6.9,-16.7,5.8,5.6,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,6.7,-16.5,11.7,1,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,9.2,-16,7.3,6.5,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.47,,2000,3,-8.06,,,,,,,,,,8.5,-16,6.7,6.2,South Africa,,,Skukuza,,
Aranibar et al. (2005),-25.1,31.45,,2000,3,-8.06,,,,,,,,,,7.5,-15.9,16.2,13.7,South Africa,,,Skukuza,,
